,userid,country,age,gender,start_date,ds,count
138389,6025421,NL,25,male,2018-08-05,2020-04-06,1
87715,4219385,CZ,14,female,2018-02-03,2020-03-15,1
185601,2160004,NL,38,female,2018-01-11,2020-08-11,4
170871,3893770,US,49,female,2018-02-17,2020-10-09,7
127864,4474291,DE,18,male,2018-07-22,2020-03-08,1
51100,2536150,FR,25,male,2018-02-07,2020-07-23,1
101026,3761316,US,75,male,2018-11-13,2020-04-21,2
74536,5926460,DE,25,male,2018-08-03,2020-09-27,4
169848,1680959,US,24,male,2018-12-15,2020-04-26,10
60471,3638200,US,48,female,2018-08-25,2020-10-26,4
7495,3587151,US,47,male,2018-02-13,2020-06-07,11
186965,4568352,UK,19,female,2018-12-05,2020-09-14,1
110623,3375063,FR,25,male,2018-02-28,2020-09-23,1
73959,8067295,CZ,39,female,2018-06-10,2020-06-08,1
47511,7544191,FI,31,female,2018-06-09,2020-07-30,1
87131,8508547,IT,55,female,2018-04-18,2020-06-22,1
7848,3869669,CZ,36,male,2018-07-16,2020-09-08,2
229780,7173566,FR,46,female,2018-06-01,2020-10-28,1
158197,9692436,DE,44,male,2018-10-04,2020-04-27,1
18752,3957725,NL,33,male,2018-07-17,2020-02-15,3
181051,3041200,PL,22,male,2018-07-01,2020-10-07,2
63925,7519280,US,19,male,2018-10-30,2020-08-31,32
102266,6019641,UK,45,male,2018-08-13,2020-01-25,4
165348,2399205,DE,13,female,2018-12-09,2020-08-28,3
147516,2338746,PL,18,female,2018-10-25,2020-10-02,5
85489,6392644,NL,36,male,2018-05-25,2020-09-17,1
174986,1246409,FR,14,female,2018-05-27,2020-08-21,1
189897,5996400,FI,58,male,2018-01-05,2020-02-29,1
131528,4521481,US,45,male,2018-02-15,2020-03-22,9
137057,9278990,US,22,female,2018-10-08,2020-08-24,4
172705,6743168,US,17,male,2018-10-20,2020-08-01,17
212163,9738657,DK,23,female,2018-09-05,2020-06-12,1
15980,2171727,US,46,female,2018-12-16,2020-04-23,1
123588,4404055,US,42,male,2018-06-13,2020-02-09,10
171999,4672984,US,17,female,2018-11-19,2020-02-21,4
137210,1345333,US,47,male,2018-10-05,2020-07-04,11
112724,8065073,PL,13,male,2018-03-27,2020-08-01,5
208312,2019499,US,45,male,2018-05-10,2020-06-14,11
215469,5704329,DE,23,male,2018-03-21,2020-07-12,2
72147,3089479,UK,64,male,2018-11-18,2020-09-17,1
211394,5976419,UK,55,male,2018-01-02,2020-05-25,1
139518,6677641,UK,13,unknown,2018-09-06,2020-09-30,1
80717,5498387,US,42,male,2018-10-25,2020-10-25,4
123114,2542952,FR,73,male,2018-05-05,2020-09-12,1
174740,4026014,US,31,male,2018-04-29,2020-08-29,14
81611,5068748,US,20,male,2018-05-28,2020-05-01,6
88414,5608870,US,18,female,2018-05-24,2020-09-10,13
4814,1445637,US,24,male,2018-05-07,2020-06-04,16
9273,9397681,US,24,male,2018-06-26,2020-08-21,28
220141,6970640,US,50,male,2018-11-14,2020-07-09,6
1020,8397635,US,22,female,2018-10-10,2020-05-31,3
226145,2140750,NL,31,male,2018-09-18,2020-07-23,6
61487,6342661,FR,21,male,2018-08-09,2020-09-27,4
194713,6882628,US,19,female,2018-04-13,2020-06-24,5
156200,5081812,FR,19,male,2018-08-15,2020-04-14,3
18327,1487453,FR,48,male,2018-09-16,2020-01-19,1
201756,1454475,NL,36,male,2018-02-04,2020-08-27,5
156699,1778104,DK,43,female,2018-03-22,2020-06-30,1
112537,3549508,DK,44,male,2018-11-29,2020-10-03,3
88300,9147771,US,13,male,2018-03-16,2020-05-15,11
213771,5526827,UK,37,male,2018-11-18,2020-08-19,4
320,3239527,US,48,male,2018-11-21,2020-07-07,8
135224,5446647,US,35,unknown,2018-11-26,2020-05-13,1
220080,6731610,US,17,unknown,2018-02-16,2020-10-15,5
31361,9315118,UK,42,female,2018-04-10,2020-02-13,2
164627,8012277,ES,48,male,2018-12-17,2020-04-03,1
65970,9256775,PL,26,male,2018-06-16,2020-10-31,3
163381,7456631,DE,20,male,2018-11-10,2020-10-03,2
205704,1715081,PL,73,male,2018-11-14,2020-08-26,2
167622,3368724,US,42,male,2018-05-04,2020-04-27,4
111963,6112524,US,20,male,2018-06-26,2020-10-31,23
108112,3364664,US,16,male,2018-01-01,2020-06-19,19
60403,5482173,US,16,female,2018-07-20,2020-07-02,2
153600,4087028,UK,17,male,2018-09-20,2020-01-12,3
190728,2036265,CZ,16,male,2018-02-07,2020-07-29,1
74369,5027700,US,46,male,2018-06-11,2020-02-13,17
209645,4078702,US,23,male,2018-03-31,2020-01-06,18
94928,5474941,DE,32,male,2018-06-24,2020-05-26,2
105739,9058215,NL,21,male,2018-10-20,2020-03-25,3
203136,2590496,US,38,male,2018-03-04,2020-09-12,10
10319,7305706,US,38,male,2018-10-16,2020-09-11,2
204487,3515359,UK,27,male,2018-02-17,2020-10-25,1
81672,9374891,NL,51,female,2018-01-23,2020-09-11,1
116057,3103124,US,51,male,2018-07-19,2020-10-02,4
112771,8868049,US,14,female,2018-10-03,2020-05-03,5
215998,2196736,PL,31,male,2018-11-08,2020-10-03,3
120167,6269658,US,29,male,2018-09-09,2020-04-23,15
120516,2191861,US,25,male,2018-01-04,2020-09-27,20
15019,7799193,US,16,female,2018-11-29,2020-07-07,8
142580,3390424,US,13,male,2018-11-05,2020-09-12,33
188851,8178732,US,54,male,2018-04-29,2020-09-30,4
171630,9455717,US,45,female,2018-09-25,2020-06-22,11
43556,5439655,US,41,female,2018-07-21,2020-02-20,2
45079,7341643,US,49,male,2018-05-18,2020-01-14,6
91590,5578715,FR,46,female,2018-05-27,2020-01-30,1
177375,8618590,DK,72,female,2018-02-28,2020-07-26,1
51968,9335197,DE,18,male,2018-03-14,2020-06-06,1
81276,9028774,CZ,51,male,2018-06-24,2020-10-13,2
161934,3919517,NL,35,unknown,2018-06-06,2020-04-30,1
113266,2422729,PL,39,male,2018-09-05,2020-07-23,3
212180,3711005,DK,77,female,2018-12-07,2020-01-02,1
168710,4332939,US,37,male,2018-11-22,2020-04-15,11
161345,1425862,FR,27,female,2018-01-05,2020-06-05,2
106639,9329673,US,38,male,2018-10-29,2020-06-28,4
136701,3580930,DK,22,male,2018-03-20,2020-09-10,2
38179,8189949,US,24,male,2018-06-01,2020-06-26,11
89783,9068349,US,19,unknown,2018-08-09,2020-09-29,6
31627,6132469,US,22,female,2018-10-08,2020-05-31,3
199329,9163702,PL,36,female,2018-02-03,2020-10-18,1
219969,2592349,PL,28,male,2018-02-07,2020-09-10,4
155833,8453124,US,40,male,2018-10-31,2020-01-19,11
41396,9061454,US,69,male,2018-05-15,2020-09-15,1
143555,7064648,US,47,female,2018-03-10,2020-08-19,14
167176,5597007,DK,16,male,2018-10-10,2020-07-12,4
94163,5028686,FR,38,male,2018-08-10,2020-08-22,3
212247,5945710,US,40,unknown,2018-03-31,2020-07-12,1
109369,4842964,PL,22,male,2018-09-26,2020-04-09,3
54478,9367605,DE,24,male,2018-03-06,2020-05-14,2
66639,3542061,US,32,female,2018-11-21,2020-02-27,3
149677,3674470,FR,24,female,2018-03-12,2020-10-26,1
10436,3644294,US,32,male,2018-05-21,2020-01-19,2
208141,5868534,US,24,male,2018-10-20,2020-11-01,24
108073,2097450,US,75,female,2018-06-12,2020-08-21,5
130775,9910435,US,64,male,2018-03-11,2020-06-13,2
94803,5570386,US,23,male,2018-01-07,2020-10-13,22
13863,8756780,NL,14,male,2018-04-23,2020-07-25,1
173783,1295065,PL,61,female,2018-03-14,2020-08-21,1
172512,6582267,US,31,male,2018-06-09,2020-07-04,3
108675,9495689,US,24,female,2018-10-30,2020-10-09,14
191548,7731394,UK,46,male,2018-10-26,2020-02-18,2
195429,7106628,IT,22,female,2018-03-07,2020-03-16,1
145485,1678665,US,15,male,2018-07-02,2020-09-22,12
90613,2066226,UK,45,male,2018-06-08,2020-07-11,1
208468,5005793,US,26,male,2018-08-20,2020-07-29,5
166986,7936278,IT,46,male,2018-05-24,2020-10-31,2
197888,4996697,FR,29,unknown,2018-11-08,2020-02-22,1
226912,8740203,US,37,male,2018-05-17,2020-04-19,11
33659,6185459,US,20,female,2018-07-14,2020-06-30,5
121028,9662138,NL,31,male,2018-06-05,2020-03-25,3
177525,9647199,DE,37,male,2018-06-21,2020-08-09,2
210710,7892593,PL,14,male,2018-05-17,2020-01-26,2
186763,5053861,US,56,male,2018-05-13,2020-04-02,5
217106,9146433,US,40,female,2018-04-21,2020-06-21,3
17903,8346405,FI,21,unknown,2018-11-19,2020-09-10,1
181353,7488556,US,39,male,2018-02-11,2020-01-02,4
233361,3375887,US,14,male,2018-02-10,2020-09-17,22
87656,8507323,UK,22,female,2018-12-02,2020-10-09,2
232866,2016978,NL,18,male,2018-03-22,2020-08-22,2
155457,5017899,PL,32,male,2018-05-05,2020-08-29,2
99878,9544416,UK,39,male,2018-10-28,2020-07-17,4
158728,3601042,UK,40,female,2018-03-23,2020-04-18,1
182904,2227503,UK,24,female,2018-04-23,2020-10-09,2
46209,4922331,PL,66,unknown,2018-06-20,2020-03-09,1
169785,2312307,DE,35,unknown,2018-12-06,2020-09-27,1
73001,9882226,DK,40,male,2018-05-08,2020-09-19,1
203528,6686850,US,24,female,2018-03-07,2020-03-27,5
73758,3868296,UK,30,female,2018-10-06,2020-08-11,2
183242,9461317,PL,61,male,2018-03-23,2020-07-17,1
162248,2249950,PL,58,male,2018-02-13,2020-09-16,1
176000,1940126,PL,16,male,2018-04-16,2020-09-30,3
39808,7523840,DE,30,female,2018-12-09,2020-09-10,2
46685,4530572,FI,31,female,2018-04-12,2020-08-17,2
107336,2512414,NL,47,male,2018-04-27,2020-10-11,1
167442,4882152,US,22,male,2018-08-01,2020-10-22,12
224289,6880768,DE,60,female,2018-12-02,2020-04-23,2
16358,4726177,NL,76,male,2018-03-13,2020-10-13,2
160372,9579882,PL,13,male,2018-09-19,2020-09-20,4
52472,1620992,CZ,22,male,2018-01-18,2020-10-02,4
64875,6251984,US,58,male,2018-09-26,2020-04-05,2
11080,9130218,US,31,female,2018-10-29,2020-11-01,6
216492,2224199,US,16,male,2018-03-30,2020-10-12,15
220696,3323723,CZ,23,unknown,2018-08-07,2020-05-23,1
13788,2971183,DK,23,female,2018-10-06,2020-04-02,1
194629,7660461,PL,18,male,2018-10-19,2020-09-16,2
103246,6416281,US,38,female,2018-03-16,2020-05-03,7
197793,3819472,DE,42,male,2018-03-03,2020-10-31,2
91731,8760417,US,28,male,2018-01-15,2020-08-18,8
70608,3767472,US,77,female,2018-10-17,2020-03-25,1
37050,6540905,UK,22,male,2018-10-25,2020-04-17,1
117054,7037372,CZ,31,male,2018-02-08,2020-09-26,3
7926,4562820,US,65,male,2018-11-02,2020-06-08,4
105005,9955064,IT,14,male,2018-09-06,2020-06-08,1
114525,4204668,US,22,unknown,2018-07-28,2020-08-02,3
123474,6401562,IT,44,female,2018-02-17,2020-08-15,2
28121,2566368,DK,25,male,2018-11-21,2020-07-13,2
76791,9534679,US,50,female,2018-09-07,2020-09-28,1
169494,4149272,DK,42,male,2018-07-24,2020-07-22,1
233718,9939637,DE,59,male,2018-05-05,2020-04-20,1
153672,6508309,FR,13,male,2018-04-19,2020-01-19,1
29124,9563112,US,14,male,2018-09-08,2020-05-18,7
32988,6429422,DK,36,male,2018-11-08,2020-08-08,1
49431,6460824,NL,25,male,2018-08-03,2020-07-30,6
141281,9187741,US,16,male,2018-11-05,2020-08-26,8
95175,4116859,DE,15,female,2018-12-15,2020-08-02,2
136556,5341268,US,43,male,2018-04-15,2020-06-24,10
184819,4460354,DE,18,male,2018-09-26,2020-03-12,1
201407,3955751,IT,24,female,2018-06-12,2020-04-03,1
195110,8681788,US,14,unknown,2018-02-23,2020-04-30,2
15547,3136939,US,28,male,2018-01-13,2020-07-13,5
43975,3945028,PL,42,female,2018-09-23,2020-05-12,1
191385,6679080,US,48,male,2018-09-17,2020-08-19,42
193494,2609885,DE,48,unknown,2018-01-13,2020-06-04,2
179274,7964974,PL,34,male,2018-03-20,2020-01-14,4
100430,2065122,US,49,male,2018-08-27,2020-08-19,37
43096,1241833,US,36,male,2018-12-22,2020-05-29,18
72852,5422030,US,18,male,2018-11-03,2020-08-08,4
147301,8192557,DE,40,male,2018-04-29,2020-01-07,2
200366,8961558,PL,45,male,2018-02-03,2020-03-18,3
112508,8403947,PL,59,male,2018-08-19,2020-06-12,1
23049,5089914,US,59,male,2018-07-18,2020-10-28,7
6654,8483784,US,17,female,2018-10-24,2020-05-19,1
63731,1397811,CZ,17,male,2018-10-02,2020-09-12,1
129928,5407558,US,37,male,2018-12-01,2020-03-01,19
197831,9485442,DE,47,male,2018-03-02,2020-01-25,3
134178,7083265,PL,44,male,2018-05-13,2020-06-09,1
117957,1471419,FI,19,male,2018-11-01,2020-05-26,2
79657,6976425,US,37,female,2018-08-17,2020-04-15,3
136645,8013678,US,44,female,2018-08-03,2020-05-15,7
19699,6296845,IT,50,female,2018-12-20,2020-05-19,1
99749,2434755,DE,20,male,2018-10-19,2020-09-23,1
213640,9004803,US,14,male,2018-06-08,2020-04-12,15
177596,3870631,CZ,16,female,2018-09-22,2020-03-05,2
198128,4263469,US,54,male,2018-09-18,2020-03-28,1
196851,2373006,UK,17,male,2018-10-16,2020-09-12,2
57465,3494103,DK,16,male,2018-02-19,2020-10-15,5
199925,8975541,US,14,male,2018-07-24,2020-09-20,14
1159,6982026,FR,25,female,2018-09-24,2020-07-05,1
115824,4936145,US,26,male,2018-11-20,2020-06-10,6
28760,9636275,US,26,male,2018-11-29,2020-07-31,13
63143,6397414,US,47,male,2018-09-18,2020-05-01,8
19870,2743233,US,64,female,2018-09-20,2020-10-05,2
23814,8053453,FI,43,male,2018-07-22,2020-10-09,2
11007,4423618,US,20,male,2018-06-16,2020-07-09,7
6264,5602904,US,17,male,2018-10-31,2020-05-28,13
86266,9606367,US,37,male,2018-11-12,2020-10-09,16
56651,9515706,US,19,female,2018-11-12,2020-09-11,1
142213,7553902,US,22,male,2018-05-18,2020-10-27,13
125808,7179987,US,16,male,2018-04-03,2020-05-15,10
40498,4207306,US,50,male,2018-03-13,2020-09-10,24
83179,1813452,PL,34,male,2018-05-21,2020-05-26,4
232647,6222161,UK,47,male,2018-09-01,2020-05-28,2
177344,2542011,CZ,42,male,2018-07-31,2020-08-22,3
52064,6268403,NL,18,male,2018-06-07,2020-04-02,1
179831,1751334,US,26,male,2018-02-04,2020-07-29,5
116015,3280741,US,45,male,2018-07-09,2020-07-04,2
79328,3674732,PL,40,male,2018-11-19,2020-05-14,1
172190,9039475,US,18,unknown,2018-03-25,2020-01-02,1
214108,2403154,US,38,female,2018-07-05,2020-07-05,4
40581,4650203,US,45,male,2018-08-23,2020-09-26,3
83955,5979565,NL,41,male,2018-02-06,2020-03-05,2
90201,1250901,FR,17,male,2018-05-22,2020-10-03,5
66655,6058610,PL,44,female,2018-01-04,2020-03-05,2
114293,7063948,US,28,male,2018-07-29,2020-06-26,9
45900,8435464,US,50,male,2018-10-07,2020-07-12,7
159637,7026366,NL,58,male,2018-05-12,2020-07-26,1
185026,8120472,CZ,46,male,2018-01-03,2020-05-13,1
161093,1595133,DE,34,male,2018-04-29,2020-08-01,2
71653,2770564,US,30,female,2018-06-28,2020-07-24,2
197023,4954756,US,27,male,2018-05-18,2020-01-02,3
82106,8874403,PL,49,male,2018-10-25,2020-10-23,2
102136,6073513,US,18,male,2018-09-21,2020-10-15,33
187630,9181493,US,35,male,2018-07-02,2020-05-24,7
123990,7930813,US,16,male,2018-01-06,2020-10-17,17
135465,5385208,US,31,unknown,2018-08-18,2020-10-29,1
232112,6236244,PL,22,male,2018-01-18,2020-10-09,4
90303,7069486,FI,21,male,2018-04-16,2020-02-22,1
78276,7755147,PL,39,male,2018-05-03,2020-08-19,7
83789,7151384,US,20,female,2018-09-09,2020-08-02,8
112829,3146809,US,32,male,2018-02-11,2020-09-15,5
174266,3791374,US,35,male,2018-10-03,2020-07-24,3
194312,8210918,US,36,unknown,2018-10-23,2020-05-13,1
18354,5734789,US,50,male,2018-12-09,2020-07-25,8
43734,7137185,DE,16,female,2018-11-12,2020-07-11,1
205852,4484345,US,35,male,2018-10-14,2020-09-08,5
97051,5481140,US,22,male,2018-07-10,2020-04-23,10
133655,3533732,US,13,female,2018-08-28,2020-01-14,10
201022,9851585,US,35,male,2018-06-21,2020-03-01,23
112958,8137079,US,48,male,2018-08-01,2020-01-12,23
129661,2786475,US,30,female,2018-08-13,2020-10-18,8
34170,2345120,FR,41,male,2018-04-21,2020-06-04,5
188297,7265568,US,27,male,2018-01-03,2020-11-01,15
188347,9570425,UK,47,male,2018-09-07,2020-06-14,1
97185,4158348,US,68,male,2018-01-08,2020-05-28,3
198383,9848636,US,49,female,2018-04-22,2020-08-20,10
208309,7057256,US,59,female,2018-10-31,2020-08-31,2
28831,3545579,US,47,male,2018-09-24,2020-08-01,18
221688,1940942,US,17,male,2018-05-16,2020-04-23,6
157308,6655252,US,33,male,2018-08-08,2020-04-19,16
168517,8741227,US,13,female,2018-06-13,2020-06-04,9
60898,4784549,US,14,male,2018-03-23,2020-08-15,15
91676,6233672,DK,24,male,2018-12-01,2020-06-21,1
29960,7154127,NL,19,male,2018-05-22,2020-06-24,2
190976,2032904,US,56,male,2018-04-21,2020-07-10,1
95652,6786314,UK,77,unknown,2018-02-11,2020-04-19,1
17706,5133925,NL,39,female,2018-10-24,2020-02-23,1
184211,8288182,UK,16,male,2018-02-09,2020-05-27,2
183575,4966456,IT,20,male,2018-01-14,2020-08-29,2
127442,8347068,DK,13,female,2018-07-19,2020-04-08,2
41301,4420064,FI,43,male,2018-08-25,2020-03-29,2
144112,5294048,DE,42,female,2018-11-23,2020-10-22,2
97680,4867240,US,39,male,2018-05-20,2020-08-13,13
61497,5588030,US,51,female,2018-07-03,2020-07-23,1
48909,7885814,US,21,male,2018-02-24,2020-02-02,3
21883,9988412,US,44,female,2018-05-04,2020-10-22,4
188832,7587745,CZ,49,female,2018-03-05,2020-08-17,1
208372,4988631,DE,52,male,2018-11-21,2020-04-28,2
167584,4491032,CZ,24,male,2018-04-20,2020-09-12,3
83822,7090120,US,77,male,2018-09-17,2020-10-02,7
34225,3953002,US,32,unknown,2018-02-12,2020-03-29,3
46208,6819096,US,15,male,2018-12-21,2020-10-27,19
133503,8327084,CZ,17,male,2018-02-04,2020-07-30,2
231475,8549909,CZ,14,male,2018-12-05,2020-09-15,2
78820,5845053,US,56,female,2018-04-28,2020-10-01,2
56361,3511781,DE,35,female,2018-10-28,2020-03-08,1
88683,1556092,PL,42,female,2018-05-30,2020-05-23,2
186120,6636977,US,14,female,2018-11-29,2020-03-23,3
22882,9277634,US,20,male,2018-12-21,2020-02-02,3
182753,3524701,DK,15,unknown,2018-03-27,2020-06-16,2
99263,7900488,US,54,male,2018-01-14,2020-08-23,2
40000,7947259,UK,19,male,2018-07-07,2020-10-11,4
150404,7997212,NL,47,female,2018-04-27,2020-04-30,2
706,4272391,CZ,58,male,2018-12-21,2020-09-27,2
21341,6196247,US,15,male,2018-01-15,2020-10-15,29
202552,9232870,NL,16,female,2018-02-03,2020-03-28,1
195538,8234161,US,73,male,2018-06-28,2020-03-25,1
145015,2145574,US,50,female,2018-03-19,2020-04-22,6
146834,2232009,US,16,male,2018-10-09,2020-09-09,17
103632,7365941,US,15,male,2018-02-25,2020-05-29,21
134722,9424754,US,40,male,2018-10-08,2020-05-07,3
88699,7802968,US,43,male,2018-02-05,2020-02-13,10
167775,6245351,FI,14,male,2018-12-16,2020-03-16,1
69542,7109590,DE,18,male,2018-09-28,2020-09-25,3
213727,1742991,US,45,male,2018-08-04,2020-08-13,21
165834,5791221,US,40,female,2018-09-03,2020-01-25,8
189024,4729806,US,49,male,2018-06-13,2020-08-05,24
127936,9024799,NL,35,male,2018-03-12,2020-10-03,2
3195,2436369,US,27,male,2018-11-24,2020-10-10,4
227100,2536062,US,50,male,2018-03-06,2020-07-17,17
5808,1805675,US,14,male,2018-04-07,2020-06-06,7
213991,1791010,DE,46,female,2018-02-04,2020-05-10,2
34409,6143418,FR,32,unknown,2018-05-08,2020-10-31,1
228016,7717948,US,41,female,2018-06-17,2020-10-21,2
129923,3129515,US,16,unknown,2018-06-24,2020-02-22,1
165074,3594839,DK,23,male,2018-07-30,2020-10-15,5
206555,6814095,US,44,male,2018-01-19,2020-10-15,14
84995,8280115,NL,26,male,2018-06-30,2020-10-21,4
223629,4439218,NL,48,male,2018-07-27,2020-07-02,2
223680,2703126,US,36,female,2018-04-16,2020-06-12,4
94718,7316772,US,50,male,2018-12-20,2020-08-01,14
39050,7098842,PL,49,male,2018-03-28,2020-08-21,7
73667,3462742,US,20,unknown,2018-05-12,2020-09-17,1
110801,9642968,US,50,male,2018-12-17,2020-07-24,3
2260,3293184,PL,73,male,2018-01-12,2020-01-12,2
120528,9671673,US,16,female,2018-04-18,2020-09-04,11
65365,7906054,UK,58,male,2018-12-01,2020-10-05,1
220044,6259950,DE,34,female,2018-11-05,2020-06-02,2
128063,4982893,NL,26,female,2018-01-28,2020-03-30,1
16797,5927480,FI,21,female,2018-08-04,2020-07-30,1
1815,2429233,UK,15,female,2018-08-22,2020-01-14,2
189365,9396379,CZ,35,male,2018-07-23,2020-09-21,2
61113,6203104,FR,35,unknown,2018-10-20,2020-04-24,1
28765,9537090,NL,23,male,2018-11-02,2020-08-10,2
184610,7891235,US,17,male,2018-10-10,2020-08-21,24
187021,9376998,US,13,male,2018-07-26,2020-02-21,15
209473,9597178,US,43,male,2018-03-08,2020-05-03,14
81389,6727155,DE,24,male,2018-09-19,2020-10-18,7
35110,8854617,US,27,unknown,2018-07-11,2020-09-02,2
142773,4760145,US,47,female,2018-07-25,2020-06-05,5
70486,6343086,US,52,male,2018-03-18,2020-04-28,3
179577,4000190,US,68,male,2018-09-06,2020-06-08,4
34502,9894585,NL,74,male,2018-05-11,2020-10-17,2
57358,4406225,US,19,male,2018-10-16,2020-10-07,9
220240,6067259,US,33,male,2018-12-09,2020-08-19,40
87652,8201553,DE,40,female,2018-11-26,2020-09-04,1
30889,1432593,DE,24,female,2018-04-02,2020-01-12,1
93127,3109526,US,19,male,2018-02-13,2020-07-07,21
24897,8760628,CZ,45,male,2018-09-03,2020-03-11,1
59787,1952060,NL,42,male,2018-04-07,2020-07-23,3
211453,1601138,US,40,male,2018-10-04,2020-01-03,4
191195,5615003,IT,47,male,2018-09-09,2020-09-19,2
64970,8480582,UK,76,male,2018-07-24,2020-08-18,1
46544,4714598,FR,26,male,2018-05-19,2020-04-08,1
169890,6610795,US,34,unknown,2018-09-22,2020-03-01,2
108406,5703514,FR,24,male,2018-04-21,2020-08-03,2
164169,7831189,US,21,male,2018-08-11,2020-10-05,16
8694,7443892,US,24,male,2018-12-09,2020-05-23,6
185744,6304646,PL,18,unknown,2018-03-01,2020-03-22,1
133929,1619416,US,48,male,2018-12-03,2020-08-05,18
198779,3139564,DE,46,male,2018-10-05,2020-10-31,3
172903,3045921,PL,19,male,2018-06-18,2020-03-01,7
8080,1303616,UK,20,male,2018-07-13,2020-05-18,3
119591,9318776,US,25,female,2018-08-25,2020-08-31,7
175745,6969800,US,17,male,2018-02-25,2020-09-10,27
45414,9336811,US,14,male,2018-11-30,2020-08-19,33
47262,7862787,US,20,male,2018-05-02,2020-08-13,29
224905,7446844,US,14,male,2018-06-06,2020-09-19,22
18090,9339734,PL,37,male,2018-11-22,2020-05-28,2
207354,5962403,US,16,male,2018-06-18,2020-07-04,9
165260,3638129,US,23,female,2018-08-26,2020-08-11,12
164060,7078281,US,21,male,2018-08-10,2020-08-09,18
196779,7221927,US,16,male,2018-02-15,2020-03-29,18
59438,6902987,UK,77,male,2018-01-17,2020-08-28,1
127118,9557015,US,69,male,2018-04-16,2020-04-26,6
227653,8877377,UK,20,male,2018-05-02,2020-05-01,2
229800,3508472,PL,14,male,2018-01-30,2020-11-01,13
231644,6580129,DE,13,male,2018-01-28,2020-08-19,5
74940,2040019,DE,47,female,2018-09-01,2020-03-04,3
62128,4607473,DE,39,female,2018-05-03,2020-08-22,1
56145,8417783,PL,75,female,2018-04-15,2020-10-23,1
54896,1823874,NL,65,female,2018-09-14,2020-10-25,2
3381,2311083,PL,15,male,2018-08-01,2020-10-22,3
228093,3564884,US,37,male,2018-08-20,2020-06-15,11
171290,8171901,UK,49,male,2018-08-22,2020-06-30,1
198720,4952991,PL,42,male,2018-12-17,2020-01-28,2
149973,5557920,FR,45,unknown,2018-04-05,2020-10-23,1
146428,2783623,US,41,male,2018-08-24,2020-07-17,17
129481,2788747,IT,32,male,2018-03-19,2020-10-31,1
148144,8565648,US,17,female,2018-02-02,2020-10-11,7
65786,6630329,FI,26,male,2018-01-02,2020-07-23,1
156010,7863212,NL,34,male,2018-05-13,2020-08-26,2
27928,4966228,US,57,female,2018-07-28,2020-09-10,1
71754,1962751,US,48,male,2018-09-20,2020-05-27,12
203598,1563203,US,75,female,2018-01-05,2020-01-19,2
33853,9769915,US,16,male,2018-06-23,2020-08-11,25
222438,5941689,US,38,unknown,2018-11-11,2020-08-02,2
752,6517300,NL,23,unknown,2018-04-27,2020-10-30,2
196387,9693338,FI,75,male,2018-07-08,2020-08-18,1
174197,1665008,DK,58,male,2018-09-01,2020-04-17,2
134602,6951707,US,56,male,2018-03-29,2020-05-27,3
18814,8878397,US,40,male,2018-11-16,2020-04-21,8
162756,5045350,PL,17,female,2018-07-22,2020-07-30,5
185918,5846357,US,58,female,2018-04-14,2020-04-26,1
231208,5329054,US,19,female,2018-04-28,2020-09-12,4
13498,3579574,DE,19,male,2018-02-14,2020-10-05,4
4639,8732125,DK,22,male,2018-03-21,2020-11-01,4
41815,5178677,NL,14,female,2018-01-22,2020-10-04,3
158824,4997022,US,40,male,2018-10-20,2020-01-17,1
59109,1453026,UK,14,male,2018-01-22,2020-10-14,1
16716,1394137,DE,18,male,2018-02-26,2020-10-09,2
203846,6213819,NL,46,male,2018-04-29,2020-04-03,1
211278,8067010,US,67,male,2018-02-09,2020-03-28,3
13342,6229834,NL,30,male,2018-09-24,2020-10-11,2
70186,2955882,NL,36,female,2018-07-05,2020-09-05,1
36312,5294530,DE,13,unknown,2018-03-29,2020-10-09,2
186667,2281690,US,48,male,2018-07-05,2020-05-23,11
35300,3818356,US,50,male,2018-10-28,2020-01-12,13
44373,6665294,US,35,male,2018-12-20,2020-04-21,9
31934,8446391,US,48,female,2018-05-16,2020-06-05,5
1041,9503497,US,26,male,2018-10-22,2020-06-30,8
216361,3194480,US,18,female,2018-12-15,2020-09-03,3
178360,2718773,US,39,male,2018-02-24,2020-10-31,20
222185,8050385,US,49,female,2018-08-18,2020-07-11,2
17321,1322397,US,48,female,2018-01-07,2020-02-12,2
71466,2000757,FI,40,male,2018-11-02,2020-09-07,3
133877,4087573,US,42,female,2018-01-18,2020-05-23,6
181058,5828210,US,42,female,2018-06-28,2020-06-21,6
91449,7572516,PL,22,unknown,2018-01-03,2020-04-08,1
142674,4750437,US,27,male,2018-07-29,2020-02-21,10
165019,4622393,US,43,unknown,2018-08-20,2020-02-09,2
30128,2503572,CZ,23,male,2018-05-22,2020-01-14,2
194711,4422006,NL,16,male,2018-03-09,2020-07-17,4
216312,2366041,FR,42,male,2018-07-08,2020-02-21,1
128547,1568247,UK,21,male,2018-07-25,2020-03-23,2
172960,7335996,US,27,male,2018-10-23,2020-10-15,30
121611,1805750,US,63,male,2018-06-03,2020-10-21,2
192449,5840953,US,28,male,2018-03-24,2020-04-30,5
106849,9189225,DK,50,male,2018-12-11,2020-08-22,1
27205,7709015,UK,74,female,2018-01-08,2020-06-09,1
116500,3186088,IT,49,male,2018-06-17,2020-10-15,3
184003,5800391,IT,68,male,2018-04-13,2020-07-10,2
